Datetime,Open,High,Low,Close,Volume,Momentum,RSI,Predicted_Close,Buy_Signal,Sell_Signal
2025-11-13 17:00:00,1.31812,1.31814,1.31759,1.31768,313,0.00024000000000001798,55.88235294117743,1.3176821210000278,False,False
2025-11-13 17:01:00,1.31768,1.31773,1.31757,1.31761,332,0.00024000000000001798,55.88235294117743,1.3176821210000278,False,False
2025-11-13 17:02:00,1.3176,1.31773,1.31758,1.3176999999999999,360,0.00024000000000001798,55.88235294117743,1.3176123806449433,False,False
2025-11-13 17:03:00,1.3176999999999999,1.31775,1.31747,1.31749,340,0.00024000000000001798,55.88235294117743,1.317702046815766,False,False
2025-11-13 17:04:00,1.31748,1.31781,1.31746,1.3178,290,0.00024000000000001798,55.88235294117743,1.317492825750513,False,False
2025-11-13 17:05:00,1.31781,1.31784,1.31748,1.31761,274,0.00024000000000001798,55.88235294117743,1.3178016758944582,False,False
2025-11-13 17:06:00,1.3176,1.31772,1.31742,1.31753,401,0.00024000000000001798,55.88235294117743,1.3176123806449433,False,False
2025-11-13 17:07:00,1.31753,1.31753,1.31737,1.3174000000000001,342,0.00024000000000001798,55.88235294117743,1.3175326773819898,False,False
2025-11-13 17:08:00,1.3174000000000001,1.31759,1.31739,1.31759,214,0.00024000000000001798,55.88235294117743,1.3174031595796902,False,False
2025-11-13 17:09:00,1.31761,1.31773,1.31758,1.3176999999999999,166,0.00024000000000001798,55.88235294117743,1.317592454829205,False,False
2025-11-13 17:10:00,1.3176999999999999,1.31798,1.31765,1.31796,182,0.00024000000000001798,55.88235294117743,1.317702046815766,False,False
2025-11-13 17:11:00,1.3179699999999999,1.31819,1.31795,1.3180100000000001,188,0.00024000000000001798,55.88235294117743,1.3179610824203654,False,False
2025-11-13 17:12:00,1.3180100000000001,1.31802,1.31771,1.31781,227,0.00024000000000001798,55.88235294117743,1.3180108969597115,False,False
2025-11-13 17:13:00,1.31782,1.31789,1.31776,1.31779,161,0.00024000000000001798,55.88235294117743,1.3178116388023273,False,False
2025-11-13 17:14:00,1.31779,1.31795,1.31778,1.31792,189,0.00024000000000001798,55.88235294117743,1.317791712986589,False,False
2025-11-13 17:15:00,1.31792,1.31792,1.31762,1.3176700000000001,296,6.000000000017103e-05,49.36708860759846,1.3179212307888886,True,False
2025-11-13 17:16:00,1.31766,1.3176999999999999,1.31755,1.3176700000000001,191,-2.9999999999752447e-05,49.36708860759846,1.3176636443427183,False,False
2025-11-13 17:17:00,1.3176700000000001,1.31772,1.31746,1.31748,219,-1.0000000000065512e-05,44.766691571011,1.3176643729450799,False,False
2025-11-13 17:18:00,1.31748,1.31791,1.31747,1.31789,298,8.999999999992347e-05,54.59867738340146,1.317467875340804,False,False
