Symbol,Value,TradingDate,Time,Open,High,Low,Close,Volume
VCB,56300,02/06/2025,09:24:57,56400,56400,56300,56300,33800
VCB,56300,02/06/2025,09:24:57,56400,56400,56300,56300,33800
VCB,56200,02/06/2025,09:25:57,56300,56300,56200,56200,23700
VCB,56200,02/06/2025,09:25:57,56300,56300,56200,56200,23700
VCB,56200,02/06/2025,09:25:57,56300,56300,56200,56200,23700
VCB,56200,02/06/2025,09:26:51,56300,56300,56200,56200,5800
VCB,56200,02/06/2025,09:26:51,56300,56300,56200,56200,5800
VCB,56200,02/06/2025,09:26:51,56300,56300,56200,56200,5800
VCB,56200,02/06/2025,09:27:48,56200,56300,56200,56200,7400
VCB,56200,02/06/2025,09:27:48,56200,56300,56200,56200,7400
VCB,56200,02/06/2025,09:27:48,56200,56300,56200,56200,7400
VCB,56200,02/06/2025,09:28:54,56200,56300,56200,56200,8100
VCB,56200,02/06/2025,09:28:54,56200,56300,56200,56200,8100
VCB,56200,02/06/2025,09:28:54,56200,56300,56200,56200,8100
VCB,56300,02/06/2025,09:29:58,56300,56300,56200,56300,25200
VCB,56300,02/06/2025,09:29:58,56300,56300,56200,56300,25200
VCB,56300,02/06/2025,09:29:58,56300,56300,56200,56300,25200
VCB,56300,02/06/2025,09:30:57,56300,56400,56300,56300,17800
VCB,56300,02/06/2025,09:30:57,56300,56400,56300,56300,17800
VCB,56300,02/06/2025,09:30:57,56300,56400,56300,56300,17800
VCB,56200,02/06/2025,09:31:23,56300,56300,56200,56200,47400
VCB,56200,02/06/2025,09:31:23,56300,56300,56200,56200,47400
VCB,56200,02/06/2025,09:31:23,56300,56300,56200,56200,47400
VCB,56200,02/06/2025,09:32:59,56200,56200,56200,56200,9700
VCB,56200,02/06/2025,09:32:59,56200,56200,56200,56200,9700
VCB,56200,02/06/2025,09:32:59,56200,56200,56200,56200,9700
VCB,56200,02/06/2025,09:33:56,56200,56200,56200,56200,5400
VCB,56200,02/06/2025,09:33:56,56200,56200,56200,56200,5400
VCB,56200,02/06/2025,09:33:56,56200,56200,56200,56200,5400
VCB,56200,02/06/2025,09:34:54,56200,56300,56200,56200,27900
VCB,56200,02/06/2025,09:34:54,56200,56300,56200,56200,27900
VCB,56200,02/06/2025,09:34:54,56200,56300,56200,56200,27900
VCB,56200,02/06/2025,09:35:58,56200,56200,56100,56200,2800
VCB,56200,02/06/2025,09:35:58,56200,56200,56100,56200,2800
VCB,56200,02/06/2025,09:35:58,56200,56200,56100,56200,2800
VCB,56100,02/06/2025,09:36:41,56100,56200,56100,56100,6000
VCB,56100,02/06/2025,09:36:41,56100,56200,56100,56100,6000
VCB,56100,02/06/2025,09:36:41,56100,56200,56100,56100,6000
VCB,56200,02/06/2025,09:37:59,56200,56200,56100,56200,31400
VCB,56200,02/06/2025,09:37:59,56200,56200,56100,56200,31400
