,ticket,time_setup,time_setup_msc,time_done,time_done_msc,time_expiration,type,type_time,type_filling,state,magic,position_id,position_by_id,reason,volume_initial,volume_current,price_open,sl,tp,price_current,price_stoplimit,symbol,comment,external_id
59,20989082,2024-11-22 17:09:26,1732295366278,2024-11-22 17:09:26,1732295366311,0,0,0,1,4,234000,20988623,0,5,0.01,0.0,20727.2,0.0,0.0,20727.2,0.0,US100,[tp 20727.2],
60,20989112,2024-11-22 17:10:10,1732295410366,2024-11-22 17:10:10,1732295410369,0,0,0,1,4,234000,20988680,0,5,0.01,0.0,20722.7,0.0,0.0,20722.7,0.0,US100,[tp 20722.7],
61,20989116,2024-11-22 17:10:12,1732295412021,2024-11-22 17:10:12,1732295412023,0,1,0,0,4,234000,20989116,0,3,0.01,0.0,0.0,20757.2,20697.2,20718.9,0.0,US100,python script op,
62,20989120,2024-11-22 17:10:14,1732295414478,2024-11-22 17:10:14,1732295414480,0,0,0,1,4,234000,20989077,0,5,0.01,0.0,20713.2,0.0,0.0,20713.2,0.0,US100,[tp 20713.2],
63,20989132,2024-11-22 17:10:19,1732295419070,2024-11-22 17:10:19,1732295419078,0,0,0,1,4,234000,20989116,0,5,0.01,0.0,20697.2,0.0,0.0,20697.2,0.0,US100,[tp 20697.2],
64,20989217,2024-11-22 17:11:12,1732295472530,2024-11-22 17:11:12,1732295472531,0,1,0,0,4,234000,20989217,0,3,0.01,0.0,0.0,20753.2,20693.2,20713.4,0.0,US100,python script op,
65,20989244,2024-11-22 17:12:13,1732295533068,2024-11-22 17:12:13,1732295533071,0,1,0,0,4,234000,20989244,0,3,0.01,0.0,0.0,20735.9,20675.9,20694.2,0.0,US100,python script op,
66,20989311,2024-11-22 17:13:13,1732295593653,2024-11-22 17:13:13,1732295593655,0,1,0,0,4,234000,20989311,0,3,0.01,0.0,0.0,20751.4,20691.4,20711.2,0.0,US100,python script op,
67,20989353,2024-11-22 17:14:14,1732295654170,2024-11-22 17:14:14,1732295654171,0,1,0,0,4,234000,20989353,0,3,0.01,0.0,0.0,20763.7,20703.7,20720.7,0.0,US100,python script op,
68,20989390,2024-11-22 17:15:03,1732295703583,2024-11-22 17:15:03,1732295703585,0,0,0,1,4,234000,20989353,0,5,0.01,0.0,20703.7,0.0,0.0,20703.7,0.0,US100,[tp 20703.7],
69,20989399,2024-11-22 17:15:14,1732295714666,2024-11-22 17:15:14,1732295714667,0,1,0,0,4,234000,20989399,0,3,0.01,0.0,0.0,20748.7,20688.7,20708.2,0.0,US100,python script op,
70,20989422,2024-11-22 17:16:15,1732295775178,2024-11-22 17:16:15,1732295775180,0,1,0,0,4,234000,20989422,0,3,0.01,0.0,0.0,20744.7,20684.7,20705.2,0.0,US100,python script op,
71,20989489,2024-11-22 17:17:15,1732295835653,2024-11-22 17:17:15,1732295835656,0,1,0,0,4,234000,20989489,0,3,0.01,0.0,0.0,20749.9,20689.9,20709.7,0.0,US100,python script op,
72,20989564,2024-11-22 17:18:16,1732295896162,2024-11-22 17:18:16,1732295896163,0,1,0,0,4,234000,20989564,0,3,0.01,0.0,0.0,20759.9,20699.9,20721.4,0.0,US100,python script op,
73,20989679,2024-11-22 17:19:16,1732295956662,2024-11-22 17:19:16,1732295956663,0,1,0,0,4,234000,20989679,0,3,0.01,0.0,0.0,20751.4,20691.4,20712.7,0.0,US100,python script op,
74,20989735,2024-11-22 17:20:17,1732296017174,2024-11-22 17:20:17,1732296017175,0,1,0,0,4,234000,20989735,0,3,0.01,0.0,0.0,20758.4,20698.4,20718.4,0.0,US100,python script op,
75,20989800,2024-11-22 17:21:17,1732296077691,2024-11-22 17:21:17,1732296077693,0,1,0,0,4,234000,20989800,0,3,0.01,0.0,0.0,20746.4,20686.4,20706.9,0.0,US100,python script op,
76,20989846,2024-11-22 17:22:18,1732296138186,2024-11-22 17:22:18,1732296138188,0,1,0,0,4,234000,20989846,0,3,0.01,0.0,0.0,20746.2,20686.2,20704.7,0.0,US100,python script op,
77,20989869,2024-11-22 17:22:36,1732296156606,2024-11-22 17:22:36,1732296156610,0,0,0,1,4,234000,20989564,0,5,0.01,0.0,20699.9,0.0,0.0,20699.9,0.0,US100,[tp 20699.9],
78,20989870,2024-11-22 17:22:37,1732296157531,2024-11-22 17:22:37,1732296157533,0,0,0,1,4,234000,20989735,0,5,0.01,0.0,20698.4,0.0,0.0,20698.4,0.0,US100,[tp 20698.4],
79,20989898,2024-11-22 17:22:43,1732296163889,2024-11-22 17:22:43,1732296163892,0,0,0,1,4,234000,20989217,0,5,0.01,0.0,20693.2,0.0,0.0,20693.2,0.0,US100,[tp 20693.2],
80,20989911,2024-11-22 17:22:55,1732296175906,2024-11-22 17:22:55,1732296175909,0,0,0,1,4,234000,20989311,0,5,0.01,0.0,20691.4,0.0,0.0,20691.4,0.0,US100,[tp 20691.4],
81,20989912,2024-11-22 17:22:55,1732296175908,2024-11-22 17:22:55,1732296175915,0,0,0,1,4,234000,20989679,0,5,0.01,0.0,20691.4,0.0,0.0,20691.4,0.0,US100,[tp 20691.4],
82,20989915,2024-11-22 17:22:56,1732296176006,2024-11-22 17:22:56,1732296176011,0,0,0,1,4,234000,20989399,0,5,0.01,0.0,20688.7,0.0,0.0,20688.7,0.0,US100,[tp 20688.7],
83,20989917,2024-11-22 17:22:56,1732296176010,2024-11-22 17:22:56,1732296176017,0,0,0,1,4,234000,20989489,0,5,0.01,0.0,20689.9,0.0,0.0,20689.9,0.0,US100,[tp 20689.9],
84,20989925,2024-11-22 17:22:56,1732296176695,2024-11-22 17:22:56,1732296176698,0,0,0,1,4,234000,20989800,0,5,0.01,0.0,20686.4,0.0,0.0,20686.4,0.0,US100,[tp 20686.4],
85,20989926,2024-11-22 17:22:56,1732296176697,2024-11-22 17:22:56,1732296176707,0,0,0,1,4,234000,20989846,0,5,0.01,0.0,20686.2,0.0,0.0,20686.2,0.0,US100,[tp 20686.2],
86,20989927,2024-11-22 17:22:56,1732296176782,2024-11-22 17:22:56,1732296176784,0,0,0,1,4,234000,20989422,0,5,0.01,0.0,20684.7,0.0,0.0,20684.7,0.0,US100,[tp 20684.7],
87,20989950,2024-11-22 17:23:18,1732296198653,2024-11-22 17:23:18,1732296198654,0,1,0,0,4,234000,20989950,0,3,0.01,0.0,0.0,20742.2,20682.2,20702.4,0.0,US100,python script op,
88,20990014,2024-11-22 17:24:19,1732296259149,2024-11-22 17:24:19,1732296259150,0,1,0,0,4,234000,20990014,0,3,0.01,0.0,0.0,20761.2,20701.2,20723.7,0.0,US100,python script op,
89,20990232,2024-11-22 17:25:19,1732296319748,2024-11-22 17:25:19,1732296319751,0,1,0,0,4,234000,20990232,0,3,0.01,0.0,0.0,20761.4,20701.4,20721.2,0.0,US100,python script op,
90,20990295,2024-11-22 17:26:20,1732296380233,2024-11-22 17:26:20,1732296380235,0,1,0,0,4,234000,20990295,0,3,0.01,0.0,0.0,20760.9,20700.9,20722.4,0.0,US100,python script op,
91,20990331,2024-11-22 17:27:20,1732296440749,2024-11-22 17:27:20,1732296440750,0,1,0,0,4,234000,20990331,0,3,0.01,0.0,0.0,20755.2,20695.2,20715.2,0.0,US100,python script op,
92,20990432,2024-11-22 17:28:05,1732296485757,2024-11-22 17:28:05,1732296485759,0,0,0,1,4,234000,20990014,0,5,0.01,0.0,20701.2,0.0,0.0,20701.2,0.0,US100,[tp 20701.2],
93,20990433,2024-11-22 17:28:05,1732296485759,2024-11-22 17:28:05,1732296485764,0,0,0,1,4,234000,20990232,0,5,0.01,0.0,20701.4,0.0,0.0,20701.4,0.0,US100,[tp 20701.4],
94,20990434,2024-11-22 17:28:06,1732296486669,2024-11-22 17:28:06,1732296486671,0,0,0,1,4,234000,20990295,0,5,0.01,0.0,20700.9,0.0,0.0,20700.9,0.0,US100,[tp 20700.9],
95,20990441,2024-11-22 17:28:19,1732296499141,2024-11-22 17:28:19,1732296499142,0,0,0,1,4,234000,20990331,0,5,0.01,0.0,20695.2,0.0,0.0,20695.2,0.0,US100,[tp 20695.2],
96,20990444,2024-11-22 17:28:21,1732296501222,2024-11-22 17:28:21,1732296501224,0,1,0,0,4,234000,20990444,0,3,0.01,0.0,0.0,20729.7,20669.7,20690.9,0.0,US100,python script op,
97,20990481,2024-11-22 17:28:41,1732296521420,2024-11-22 17:28:41,1732296521422,0,0,0,1,4,234000,20989950,0,5,0.01,0.0,20682.2,0.0,0.0,20682.2,0.0,US100,[tp 20682.2],
98,20990494,2024-11-22 17:28:45,1732296525298,2024-11-22 17:28:45,1732296525299,0,0,0,1,4,234000,20989244,0,5,0.01,0.0,20675.9,0.0,0.0,20675.9,0.0,US100,[tp 20675.9],
99,20990546,2024-11-22 17:28:52,1732296532716,2024-11-22 17:28:52,1732296532718,0,0,0,1,4,234000,20990444,0,5,0.01,0.0,20669.7,0.0,0.0,20669.7,0.0,US100,[tp 20669.7],
100,20990579,2024-11-22 17:29:09,1732296549674,2024-11-22 17:29:09,1732296549676,0,1,0,0,4,234000,20990579,0,3,0.01,0.0,0.0,20708.4,20648.4,20668.2,0.0,US100,python script op,
101,20991002,2024-11-22 17:30:22,1732296622211,2024-11-22 17:30:22,1732296622213,0,1,0,0,4,234000,20991002,0,3,0.01,0.0,0.0,20727.7,20667.7,20687.4,0.0,US100,python script op,
102,20991043,2024-11-22 17:31:10,1732296670664,2024-11-22 17:31:10,1732296670665,0,1,0,0,4,234000,20991043,0,3,0.01,0.0,0.0,20732.2,20672.2,20689.9,0.0,US100,python script op,
103,20991058,2024-11-22 17:31:57,1732296717954,2024-11-22 17:31:57,1732296717955,0,0,0,1,4,234000,20990579,0,4,0.01,0.0,20708.4,0.0,0.0,20708.4,0.0,US100,[sl 20708.4],
104,20991069,2024-11-22 17:32:11,1732296731153,2024-11-22 17:32:11,1732296731154,0,1,0,0,4,234000,20991069,0,3,0.01,0.0,0.0,20744.9,20684.9,20704.9,0.0,US100,python script op,
105,20991126,2024-11-22 17:33:23,1732296803694,2024-11-22 17:33:23,1732296803696,0,1,0,0,4,234000,20991126,0,3,0.01,0.0,0.0,20732.9,20672.9,20691.2,0.0,US100,python script op,
106,20991183,2024-11-22 17:34:12,1732296852793,2024-11-22 17:34:12,1732296852794,0,1,0,0,4,234000,20991183,0,3,0.01,0.0,0.0,20727.9,20667.9,20688.4,0.0,US100,python script op,
107,20991241,2024-11-22 17:35:13,1732296913276,2024-11-22 17:35:13,1732296913277,0,1,0,0,4,234000,20991241,0,3,0.01,0.0,0.0,20732.2,20672.2,20692.9,0.0,US100,python script op,
108,20991269,2024-11-22 17:36:13,1732296973730,2024-11-22 17:36:13,1732296973732,0,1,0,0,4,234000,20991269,0,3,0.01,0.0,0.0,20736.4,20676.4,20696.7,0.0,US100,python script op,
109,20991302,2024-11-22 17:37:14,1732297034471,2024-11-22 17:37:14,1732297034472,0,1,0,0,4,234000,20991302,0,3,0.01,0.0,0.0,20747.9,20687.9,20707.7,0.0,US100,python script op,
110,20991341,2024-11-22 17:38:14,1732297094990,2024-11-22 17:38:14,1732297094993,0,1,0,0,4,234000,20991341,0,3,0.01,0.0,0.0,20757.9,20697.9,20718.9,0.0,US100,python script op,
111,20991384,2024-11-22 17:38:26,1732297106623,2024-11-22 17:38:26,1732297106626,0,0,0,1,4,234000,20991002,0,4,0.01,0.0,20727.7,0.0,0.0,20727.7,0.0,US100,[sl 20727.7],
112,20991385,2024-11-22 17:38:26,1732297106625,2024-11-22 17:38:26,1732297106654,0,0,0,1,4,234000,20991183,0,4,0.01,0.0,20727.9,0.0,0.0,20727.9,0.0,US100,[sl 20727.9],
113,20991391,2024-11-22 17:38:37,1732297117544,2024-11-22 17:38:37,1732297117548,0,0,0,1,4,234000,20991043,0,4,0.01,0.0,20732.2,0.0,0.0,20732.2,0.0,US100,[sl 20732.2],
114,20991392,2024-11-22 17:38:37,1732297117546,2024-11-22 17:38:37,1732297117553,0,0,0,1,4,234000,20991241,0,4,0.01,0.0,20732.2,0.0,0.0,20732.2,0.0,US100,[sl 20732.2],
115,20991393,2024-11-22 17:38:37,1732297117651,2024-11-22 17:38:37,1732297117653,0,0,0,1,4,234000,20991126,0,4,0.01,0.0,20732.9,0.0,0.0,20732.9,0.0,US100,[sl 20732.9],
116,20991402,2024-11-22 17:38:42,1732297122791,2024-11-22 17:38:42,1732297122795,0,0,0,1,4,234000,20991269,0,4,0.01,0.0,20736.4,0.0,0.0,20736.4,0.0,US100,[sl 20736.4],
117,20991418,2024-11-22 17:39:11,1732297151701,2024-11-22 17:39:11,1732297151703,0,0,0,1,4,234000,20991069,0,4,0.01,0.0,20744.9,0.0,0.0,20744.9,0.0,US100,[sl 20744.9],
118,20991419,2024-11-22 17:39:11,1732297151981,2024-11-22 17:39:11,1732297151983,0,0,0,1,4,234000,20991302,0,4,0.01,0.0,20747.9,0.0,0.0,20747.9,0.0,US100,[sl 20747.9],
119,20991424,2024-11-22 17:39:15,1732297155486,2024-11-22 17:39:15,1732297155487,0,1,0,0,4,234000,20991424,0,3,0.01,0.0,0.0,20784.7,20724.7,20743.9,0.0,US100,python script op,
120,20991467,2024-11-22 17:39:49,1732297189193,2024-11-22 17:39:49,1732297189196,0,0,0,1,4,234000,20991341,0,4,0.01,0.0,20757.9,0.0,0.0,20757.9,0.0,US100,[sl 20757.9],
121,20991505,2024-11-22 17:40:15,1732297215968,2024-11-22 17:40:15,1732297215969,0,1,0,0,4,234000,20991505,0,3,0.01,0.0,0.0,20794.9,20734.9,20754.7,0.0,US100,python script op,
122,20991593,2024-11-22 17:41:16,1732297276450,2024-11-22 17:41:16,1732297276451,0,1,0,0,4,234000,20991593,0,3,0.01,0.0,0.0,20793.9,20733.9,20753.9,0.0,US100,python script op,
123,20991671,2024-11-22 17:42:16,1732297336950,2024-11-22 17:42:16,1732297336951,0,1,0,0,4,234000,20991671,0,3,0.01,0.0,0.0,20794.4,20734.4,20754.4,0.0,US100,python script op,
124,20991764,2024-11-22 17:43:17,1732297397434,2024-11-22 17:43:17,1732297397435,0,1,0,0,4,234000,20991764,0,3,0.01,0.0,0.0,20810.2,20750.2,20770.4,0.0,US100,python script op,
125,20991805,2024-11-22 17:44:17,1732297457935,2024-11-22 17:44:17,1732297457937,0,1,0,0,4,234000,20991805,0,3,0.01,0.0,0.0,20808.9,20748.9,20768.7,0.0,US100,python script op,
126,20991914,2024-11-22 17:45:01,1732297501971,2024-11-22 17:45:01,1732297501975,0,0,0,1,4,234000,20991424,0,4,0.01,0.0,20784.7,0.0,0.0,20784.7,0.0,US100,[sl 20784.7],
127,20991922,2024-11-22 17:45:18,1732297518446,2024-11-22 17:45:18,1732297518448,0,1,0,0,4,234000,20991922,0,3,0.01,0.0,0.0,20829.7,20769.7,20789.9,0.0,US100,python script op,
128,20991951,2024-11-22 17:46:08,1732297568174,2024-11-22 17:46:08,1732297568177,0,0,0,1,4,234000,20991922,0,5,0.01,0.0,20769.7,0.0,0.0,20769.7,0.0,US100,[tp 20769.7],
129,20991957,2024-11-22 17:46:18,1732297578931,2024-11-22 17:46:18,1732297578932,0,1,0,0,4,234000,20991957,0,3,0.01,0.0,0.0,20802.2,20742.2,20763.4,0.0,US100,python script op,
130,20991980,2024-11-22 17:47:19,1732297639450,2024-11-22 17:47:19,1732297639451,0,1,0,0,4,234000,20991980,0,3,0.01,0.0,0.0,20804.9,20744.9,20764.7,0.0,US100,python script op,
131,20992033,2024-11-22 17:48:19,1732297699935,2024-11-22 17:48:19,1732297699936,0,1,0,0,4,234000,20992033,0,3,0.01,0.0,0.0,20811.4,20751.4,20771.4,0.0,US100,python script op,
132,20992068,2024-11-22 17:49:20,1732297760424,2024-11-22 17:49:20,1732297760425,0,1,0,0,4,234000,20992068,0,3,0.01,0.0,0.0,20806.2,20746.2,20765.2,0.0,US100,python script op,
133,20992093,2024-11-22 17:50:20,1732297820923,2024-11-22 17:50:20,1732297820925,0,1,0,0,4,234000,20992093,0,3,0.01,0.0,0.0,20804.9,20744.9,20764.9,0.0,US100,python script op,
134,20992131,2024-11-22 17:51:21,1732297881407,2024-11-22 17:51:21,1732297881408,0,1,0,0,4,234000,20992131,0,3,0.01,0.0,0.0,20814.9,20754.9,20774.7,0.0,US100,python script op,
135,20992226,2024-11-22 17:52:21,1732297941866,2024-11-22 17:52:21,1732297941868,0,1,0,0,4,234000,20992226,0,3,0.01,0.0,0.0,20810.7,20750.7,20771.9,0.0,US100,python script op,
136,20992245,2024-11-22 17:53:10,1732297990370,2024-11-22 17:53:10,1732297990372,0,1,0,0,4,234000,20992245,0,3,0.01,0.0,0.0,20812.2,20752.2,20772.2,0.0,US100,python script op,
137,20992277,2024-11-22 17:54:10,1732298050857,2024-11-22 17:54:10,1732298050859,0,1,0,0,4,234000,20992277,0,3,0.01,0.0,0.0,20799.4,20739.4,20758.9,0.0,US100,python script op,
138,20992295,2024-11-22 17:55:23,1732298123420,2024-11-22 17:55:23,1732298123422,0,1,0,0,4,234000,20992295,0,3,0.01,0.0,0.0,20805.4,20745.4,20764.9,0.0,US100,python script op,
139,20992698,2024-11-22 17:56:11,1732298171880,2024-11-22 17:56:11,1732298171881,0,1,0,0,4,234000,20992698,0,3,0.01,0.0,0.0,20801.4,20741.4,20760.7,0.0,US100,python script op,
140,20992722,2024-11-22 17:57:12,1732298232337,2024-11-22 17:57:12,1732298232338,0,1,0,0,4,234000,20992722,0,3,0.01,0.0,0.0,20815.7,20755.7,20775.7,0.0,US100,python script op,
141,20992750,2024-11-22 17:58:12,1732298292838,2024-11-22 17:58:12,1732298292839,0,1,0,0,4,234000,20992750,0,3,0.01,0.0,0.0,20807.2,20747.2,20767.4,0.0,US100,python script op,
142,20992791,2024-11-22 17:59:13,1732298353324,2024-11-22 17:59:13,1732298353325,0,1,0,0,4,234000,20992791,0,3,0.01,0.0,0.0,20810.7,20750.7,20770.9,0.0,US100,python script op,
143,20992848,2024-11-22 18:00:13,1732298413847,2024-11-22 18:00:13,1732298413848,0,1,0,0,4,234000,20992848,0,3,0.01,0.0,0.0,20825.2,20765.2,20785.2,0.0,US100,python script op,
144,20992884,2024-11-22 18:01:14,1732298474335,2024-11-22 18:01:14,1732298474336,0,1,0,0,4,234000,20992884,0,3,0.01,0.0,0.0,20816.7,20756.7,20776.7,0.0,US100,python script op,
145,20992936,2024-11-22 18:02:14,1732298534890,2024-11-22 18:02:14,1732298534891,0,1,0,0,4,234000,20992936,0,3,0.01,0.0,0.0,20812.7,20752.7,20773.2,0.0,US100,python script op,
146,20992943,2024-11-22 18:02:49,1732298569020,2024-11-22 18:02:49,1732298569023,0,0,0,1,4,234000,20992848,0,5,0.01,0.0,20765.2,0.0,0.0,20765.2,0.0,US100,[tp 20765.2],
147,20992960,2024-11-22 18:03:15,1732298595408,2024-11-22 18:03:15,1732298595411,0,1,0,0,4,234000,20992960,0,3,0.01,0.0,0.0,20805.9,20745.9,20766.2,0.0,US100,python script op,
148,20993015,2024-11-22 18:04:15,1732298655913,2024-11-22 18:04:15,1732298655914,0,1,0,0,4,234000,20993015,0,3,0.01,0.0,0.0,20803.9,20743.9,20764.2,0.0,US100,python script op,
149,20993047,2024-11-22 18:05:16,1732298716417,2024-11-22 18:05:16,1732298716419,0,1,0,0,4,234000,20993047,0,3,0.01,0.0,0.0,20807.4,20747.4,20767.7,0.0,US100,python script op,
150,20993088,2024-11-22 18:06:16,1732298776924,2024-11-22 18:06:16,1732298776925,0,1,0,0,4,234000,20993088,0,3,0.01,0.0,0.0,20802.4,20742.4,20761.9,0.0,US100,python script op,
151,20993134,2024-11-22 18:07:17,1732298837405,2024-11-22 18:07:17,1732298837406,0,1,0,0,4,234000,20993134,0,3,0.01,0.0,0.0,20804.7,20744.7,20764.7,0.0,US100,python script op,
152,20993165,2024-11-22 18:08:17,1732298897904,2024-11-22 18:08:17,1732298897905,0,1,0,0,4,234000,20993165,0,3,0.01,0.0,0.0,20804.9,20744.9,20764.4,0.0,US100,python script op,
153,20993175,2024-11-22 18:08:27,1732298907654,2024-11-22 18:08:27,1732298907657,0,0,0,1,4,234000,20992884,0,5,0.01,0.0,20756.7,0.0,0.0,20756.7,0.0,US100,[tp 20756.7],
154,20993178,2024-11-22 18:08:31,1732298911700,2024-11-22 18:08:31,1732298911702,0,0,0,1,4,234000,20992722,0,5,0.01,0.0,20755.7,0.0,0.0,20755.7,0.0,US100,[tp 20755.7],
155,20993187,2024-11-22 18:09:18,1732298958424,2024-11-22 18:09:18,1732298958426,0,1,0,0,4,234000,20993187,0,3,0.01,0.0,0.0,20798.9,20738.9,20757.9,0.0,US100,python script op,
156,20993198,2024-11-22 18:09:45,1732298985440,2024-11-22 18:09:45,1732298985442,0,0,0,1,4,234000,20992131,0,5,0.01,0.0,20754.9,0.0,0.0,20754.9,0.0,US100,[tp 20754.9],
157,20993203,2024-11-22 18:09:51,1732298991667,2024-11-22 18:09:51,1732298991672,0,0,0,1,4,234000,20992033,0,5,0.01,0.0,20751.4,0.0,0.0,20751.4,0.0,US100,[tp 20751.4],
158,20993204,2024-11-22 18:09:51,1732298991669,2024-11-22 18:09:51,1732298991677,0,0,0,1,4,234000,20992245,0,5,0.01,0.0,20752.2,0.0,0.0,20752.2,0.0,US100,[tp 20752.2],
159,20993205,2024-11-22 18:09:51,1732298991671,2024-11-22 18:09:51,1732298991682,0,0,0,1,4,234000,20992936,0,5,0.01,0.0,20752.7,0.0,0.0,20752.7,0.0,US100,[tp 20752.7],
160,20993206,2024-11-22 18:09:51,1732298991691,2024-11-22 18:09:51,1732298991711,0,0,0,1,4,234000,20992226,0,5,0.01,0.0,20750.7,0.0,0.0,20750.7,0.0,US100,[tp 20750.7],
161,20993207,2024-11-22 18:09:51,1732298991709,2024-11-22 18:09:51,1732298991716,0,0,0,1,4,234000,20992791,0,5,0.01,0.0,20750.7,0.0,0.0,20750.7,0.0,US100,[tp 20750.7],
162,20993208,2024-11-22 18:09:51,1732298991733,2024-11-22 18:09:51,1732298991740,0,0,0,1,4,234000,20991764,0,5,0.01,0.0,20750.2,0.0,0.0,20750.2,0.0,US100,[tp 20750.2],
163,20993209,2024-11-22 18:09:51,1732298991736,2024-11-22 18:09:51,1732298991747,0,0,0,1,4,234000,20991805,0,5,0.01,0.0,20748.9,0.0,0.0,20748.9,0.0,US100,[tp 20748.9],
164,20993215,2024-11-22 18:10:05,1732299005489,2024-11-22 18:10:05,1732299005492,0,0,0,1,4,234000,20992750,0,5,0.01,0.0,20747.2,0.0,0.0,20747.2,0.0,US100,[tp 20747.2],
165,20993216,2024-11-22 18:10:05,1732299005491,2024-11-22 18:10:05,1732299005498,0,0,0,1,4,234000,20993047,0,5,0.01,0.0,20747.4,0.0,0.0,20747.4,0.0,US100,[tp 20747.4],
166,20993217,2024-11-22 18:10:05,1732299005516,2024-11-22 18:10:05,1732299005524,0,0,0,1,4,234000,20992068,0,5,0.01,0.0,20746.2,0.0,0.0,20746.2,0.0,US100,[tp 20746.2],
167,20993218,2024-11-22 18:10:05,1732299005520,2024-11-22 18:10:05,1732299005530,0,0,0,1,4,234000,20992295,0,5,0.01,0.0,20745.4,0.0,0.0,20745.4,0.0,US100,[tp 20745.4],
168,20993219,2024-11-22 18:10:05,1732299005523,2024-11-22 18:10:05,1732299005535,0,0,0,1,4,234000,20992960,0,5,0.01,0.0,20745.9,0.0,0.0,20745.9,0.0,US100,[tp 20745.9],
169,20993220,2024-11-22 18:10:05,1732299005729,2024-11-22 18:10:05,1732299005736,0,0,0,1,4,234000,20991980,0,5,0.01,0.0,20744.9,0.0,0.0,20744.9,0.0,US100,[tp 20744.9],
170,20993221,2024-11-22 18:10:05,1732299005731,2024-11-22 18:10:05,1732299005742,0,0,0,1,4,234000,20992093,0,5,0.01,0.0,20744.9,0.0,0.0,20744.9,0.0,US100,[tp 20744.9],
171,20993222,2024-11-22 18:10:05,1732299005733,2024-11-22 18:10:05,1732299005747,0,0,0,1,4,234000,20993134,0,5,0.01,0.0,20744.7,0.0,0.0,20744.7,0.0,US100,[tp 20744.7],
172,20993223,2024-11-22 18:10:05,1732299005736,2024-11-22 18:10:05,1732299005752,0,0,0,1,4,234000,20993165,0,5,0.01,0.0,20744.9,0.0,0.0,20744.9,0.0,US100,[tp 20744.9],
173,20993229,2024-11-22 18:10:06,1732299006569,2024-11-22 18:10:06,1732299006572,0,0,0,1,4,234000,20993015,0,5,0.01,0.0,20743.9,0.0,0.0,20743.9,0.0,US100,[tp 20743.9],
174,20993236,2024-11-22 18:10:12,1732299012771,2024-11-22 18:10:12,1732299012777,0,0,0,1,4,234000,20991957,0,5,0.01,0.0,20742.2,0.0,0.0,20742.2,0.0,US100,[tp 20742.2],
175,20993237,2024-11-22 18:10:12,1732299012774,2024-11-22 18:10:12,1732299012783,0,0,0,1,4,234000,20992698,0,5,0.01,0.0,20741.4,0.0,0.0,20741.4,0.0,US100,[tp 20741.4],
176,20993238,2024-11-22 18:10:12,1732299012776,2024-11-22 18:10:12,1732299012789,0,0,0,1,4,234000,20993088,0,5,0.01,0.0,20742.4,0.0,0.0,20742.4,0.0,US100,[tp 20742.4],
177,20993241,2024-11-22 18:10:18,1732299018923,2024-11-22 18:10:18,1732299018925,0,1,0,0,4,234000,20993241,0,3,0.01,0.0,0.0,20781.4,20721.4,20741.2,0.0,US100,python script op,
178,20993307,2024-11-22 18:11:19,1732299079421,2024-11-22 18:11:19,1732299079422,0,1,0,0,4,234000,20993307,0,3,0.01,0.0,0.0,20798.2,20738.2,20758.4,0.0,US100,python script op,
179,20993440,2024-11-22 18:12:19,1732299139912,2024-11-22 18:12:19,1732299139913,0,1,0,0,4,234000,20993440,0,3,0.01,0.0,0.0,20800.4,20740.4,20761.4,0.0,US100,python script op,
180,20993514,2024-11-22 18:13:20,1732299200424,2024-11-22 18:13:20,1732299200425,0,1,0,0,4,234000,20993514,0,3,0.01,0.0,0.0,20780.7,20720.7,20741.4,0.0,US100,python script op,
181,20993525,2024-11-22 18:13:47,1732299227406,2024-11-22 18:13:47,1732299227408,0,0,0,1,4,234000,20993440,0,5,0.01,0.0,20740.4,0.0,0.0,20740.4,0.0,US100,[tp 20740.4],
182,20993526,2024-11-22 18:13:47,1732299227768,2024-11-22 18:13:47,1732299227773,0,0,0,1,4,234000,20992277,0,5,0.01,0.0,20739.4,0.0,0.0,20739.4,0.0,US100,[tp 20739.4],
183,20993527,2024-11-22 18:13:47,1732299227770,2024-11-22 18:13:47,1732299227778,0,0,0,1,4,234000,20993187,0,5,0.01,0.0,20738.9,0.0,0.0,20738.9,0.0,US100,[tp 20738.9],
184,20993528,2024-11-22 18:13:47,1732299227772,2024-11-22 18:13:47,1732299227782,0,0,0,1,4,234000,20993307,0,5,0.01,0.0,20738.2,0.0,0.0,20738.2,0.0,US100,[tp 20738.2],
185,20993530,2024-11-22 18:13:54,1732299234839,2024-11-22 18:13:54,1732299234842,0,0,0,1,4,234000,20991505,0,5,0.01,0.0,20734.9,0.0,0.0,20734.9,0.0,US100,[tp 20734.9],
186,20993531,2024-11-22 18:13:55,1732299235666,2024-11-22 18:13:55,1732299235668,0,0,0,1,4,234000,20991671,0,5,0.01,0.0,20734.4,0.0,0.0,20734.4,0.0,US100,[tp 20734.4],
187,20993532,2024-11-22 18:13:55,1732299235788,2024-11-22 18:13:55,1732299235790,0,0,0,1,4,234000,20991593,0,5,0.01,0.0,20733.9,0.0,0.0,20733.9,0.0,US100,[tp 20733.9],
188,20993544,2024-11-22 18:14:20,1732299260902,2024-11-22 18:14:20,1732299260904,0,1,0,0,4,234000,20993544,0,3,0.01,0.0,0.0,20771.9,20711.9,20731.9,0.0,US100,python script op,
189,20993596,2024-11-22 18:15:09,1732299309345,2024-11-22 18:15:09,1732299309347,0,1,0,0,4,234000,20993596,0,3,0.01,0.0,0.0,20782.4,20722.4,20742.2,0.0,US100,python script op,
