,ticket,time_setup,time_setup_msc,time_done,time_done_msc,time_expiration,type,type_time,type_filling,state,magic,position_id,position_by_id,reason,volume_initial,volume_current,price_open,sl,tp,price_current,price_stoplimit,symbol,comment,external_id
30,20984458,2024-11-22 16:27:48,1732292868546,2024-11-22 16:27:48,1732292868549,0,1,0,1,4,234000,20983781,0,4,0.01,0.0,20709.6,0.0,0.0,20709.6,0.0,US100,[sl 20709.6],
31,20984459,2024-11-22 16:27:48,1732292868548,2024-11-22 16:27:48,1732292868555,0,1,0,1,4,234000,20983836,0,4,0.01,0.0,20709.6,0.0,0.0,20709.6,0.0,US100,[sl 20709.6],
32,20984707,2024-11-22 16:30:09,1732293009134,2024-11-22 16:30:09,1732293009136,0,1,0,1,4,234000,20984085,0,5,0.01,0.0,20746.1,0.0,0.0,20746.1,0.0,US100,[tp 20746.1],
33,20984710,2024-11-22 16:30:09,1732293009603,2024-11-22 16:30:09,1732293009605,0,1,0,1,4,234000,20984005,0,5,0.01,0.0,20747.1,0.0,0.0,20747.1,0.0,US100,[tp 20747.1],
34,20984711,2024-11-22 16:30:13,1732293013239,2024-11-22 16:30:13,1732293013240,0,1,0,1,4,234000,20984039,0,5,0.01,0.0,20748.9,0.0,0.0,20748.9,0.0,US100,[tp 20748.9],
35,20984714,2024-11-22 16:30:13,1732293013651,2024-11-22 16:30:13,1732293013653,0,1,0,1,4,234000,20983883,0,5,0.01,0.0,20749.1,0.0,0.0,20749.1,0.0,US100,[tp 20749.1],
36,20984717,2024-11-22 16:30:14,1732293014269,2024-11-22 16:30:14,1732293014272,0,1,0,1,4,234000,20983937,0,5,0.01,0.0,20750.4,0.0,0.0,20750.4,0.0,US100,[tp 20750.4],
37,20984722,2024-11-22 16:30:16,1732293016420,2024-11-22 16:30:16,1732293016424,0,0,0,1,4,234000,20984274,0,4,0.01,0.0,20757.3,0.0,0.0,20757.3,0.0,US100,[sl 20757.3],
38,20984723,2024-11-22 16:30:16,1732293016421,2024-11-22 16:30:16,1732293016428,0,1,0,1,4,234000,20983468,0,5,0.01,0.0,20755.6,0.0,0.0,20755.6,0.0,US100,[tp 20755.6],
39,20984724,2024-11-22 16:30:16,1732293016423,2024-11-22 16:30:16,1732293016432,0,1,0,1,4,234000,20983488,0,5,0.01,0.0,20755.9,0.0,0.0,20755.9,0.0,US100,[tp 20755.9],
40,20984725,2024-11-22 16:30:16,1732293016440,2024-11-22 16:30:16,1732293016442,0,0,0,1,4,234000,20984178,0,4,0.01,0.0,20758.4,0.0,0.0,20758.4,0.0,US100,[sl 20758.4],
41,20984728,2024-11-22 16:30:17,1732293017773,2024-11-22 16:30:17,1732293017776,0,0,0,1,4,234000,20984139,0,4,0.01,0.0,20759.6,0.0,0.0,20759.6,0.0,US100,[sl 20759.6],
42,20984729,2024-11-22 16:30:17,1732293017775,2024-11-22 16:30:17,1732293017783,0,1,0,1,4,234000,20983527,0,5,0.01,0.0,20757.6,0.0,0.0,20757.6,0.0,US100,[tp 20757.6],
43,20984982,2024-11-22 16:32:47,1732293167003,2024-11-22 16:32:47,1732293167005,0,0,0,1,4,234000,20984215,0,4,0.01,0.0,20761.1,0.0,0.0,20761.1,0.0,US100,[sl 20761.1],
44,20985157,2024-11-22 16:34:38,1732293278175,2024-11-22 16:34:38,1732293278176,0,1,0,1,4,234000,20983601,0,5,0.01,0.0,20760.1,0.0,0.0,20760.1,0.0,US100,[tp 20760.1],
45,20985223,2024-11-22 16:35:32,1732293332974,2024-11-22 16:35:32,1732293332976,0,1,0,1,4,234000,20983672,0,5,0.01,0.0,20767.6,0.0,0.0,20767.6,0.0,US100,[tp 20767.6],
46,20988438,2024-11-22 17:02:19,1732294939860,2024-11-22 17:02:19,1732294939863,0,1,0,0,4,234000,20988438,0,3,0.01,0.0,0.0,20827.9,20767.9,20788.4,0.0,US100,python script op,
47,20988509,2024-11-22 17:03:20,1732295000326,2024-11-22 17:03:20,1732295000328,0,1,0,0,4,234000,20988509,0,3,0.01,0.0,0.0,20827.2,20767.2,20785.9,0.0,US100,python script op,
48,20988523,2024-11-22 17:03:37,1732295017652,2024-11-22 17:03:37,1732295017654,0,0,0,1,4,234000,20988438,0,5,0.01,0.0,20767.9,0.0,0.0,20767.9,0.0,US100,[tp 20767.9],
49,20988524,2024-11-22 17:03:37,1732295017716,2024-11-22 17:03:37,1732295017720,0,0,0,1,4,234000,20988509,0,5,0.01,0.0,20767.2,0.0,0.0,20767.2,0.0,US100,[tp 20767.2],
50,20988623,2024-11-22 17:04:20,1732295060829,2024-11-22 17:04:20,1732295060831,0,1,0,0,4,234000,20988623,0,3,0.01,0.0,0.0,20787.2,20727.2,20745.7,0.0,US100,python script op,
51,20988680,2024-11-22 17:05:09,1732295109295,2024-11-22 17:05:09,1732295109296,0,1,0,0,4,234000,20988680,0,3,0.01,0.0,0.0,20782.7,20722.7,20738.2,0.0,US100,python script op,
52,20988815,2024-11-22 17:06:21,1732295181904,2024-11-22 17:06:21,1732295181909,0,1,0,0,4,234000,20988815,0,3,0.01,0.0,0.0,20801.4,20741.4,20760.4,0.0,US100,python script op,
53,20988884,2024-11-22 17:07:10,1732295230332,2024-11-22 17:07:10,1732295230333,0,1,0,0,4,234000,20988884,0,3,0.01,0.0,0.0,20792.4,20732.4,20752.4,0.0,US100,python script op,
54,20988899,2024-11-22 17:07:46,1732295266474,2024-11-22 17:07:46,1732295266476,0,0,0,1,4,234000,20988815,0,5,0.01,0.0,20741.4,0.0,0.0,20741.4,0.0,US100,[tp 20741.4],
55,20988923,2024-11-22 17:08:10,1732295290986,2024-11-22 17:08:10,1732295290987,0,1,0,0,4,234000,20988923,0,3,0.01,0.0,0.0,20793.4,20733.4,20752.7,0.0,US100,python script op,
56,20989077,2024-11-22 17:09:23,1732295363522,2024-11-22 17:09:23,1732295363523,0,1,0,0,4,234000,20989077,0,3,0.01,0.0,0.0,20773.2,20713.2,20733.4,0.0,US100,python script op,
57,20989079,2024-11-22 17:09:25,1732295365685,2024-11-22 17:09:25,1732295365689,0,0,0,1,4,234000,20988884,0,5,0.01,0.0,20732.4,0.0,0.0,20732.4,0.0,US100,[tp 20732.4],
58,20989080,2024-11-22 17:09:25,1732295365687,2024-11-22 17:09:25,1732295365694,0,0,0,1,4,234000,20988923,0,5,0.01,0.0,20733.4,0.0,0.0,20733.4,0.0,US100,[tp 20733.4],
