,Datetime,Open,High,Low,Close,Volume,MA_fast,MA_slow,MA,ATR,Predicted_Close,Buy_Signal,Sell_Signal
87,2025-09-04 01:27:00,4454.27,4456.8,4454.27,4456.28,79.746,4455.724999999999,4455.375999999998,4455.375999999998,3.102372519322503,4456.507877692787,True,False
88,2025-09-04 01:28:00,4456.28,4457.76,4455.0,4456.54,138.6842,4455.722,4455.293499999998,4455.293499999998,3.0779173393709116,4456.529979360882,True,False
89,2025-09-04 01:29:00,4456.55,4460.0,4456.55,4460.0,199.6401,4456.063999999999,4455.340499999998,4455.340499999998,3.1052089579872777,4459.459680313873,True,False
90,2025-09-04 01:30:00,4459.99,4463.09,4458.01,4463.08,215.2082,4456.616999999999,4455.730499999999,4455.730499999999,3.246265460988181,4460.780840125299,True,False
91,2025-09-04 01:31:00,4463.08,4465.0,4460.23,4465.0,331.8693,4457.6979999999985,4456.289499999999,4456.289499999999,3.3551036423461995,4462.118964744282,True,False
92,2025-09-04 01:32:00,4464.99,4478.58,4464.88,4476.91,1019.465,4459.588999999998,4457.489499999999,4457.489499999999,4.09402481075003,4475.999084316065,True,False
93,2025-09-04 01:33:00,4476.9,4476.9,4470.97,4470.97,285.6723,4461.108999999999,4458.341999999999,4458.341999999999,4.225880181410713,4471.020749407872,True,False
94,2025-09-04 01:34:00,4470.97,4476.06,4469.85,4469.86,278.6919,4462.634999999998,4459.084499999999,4459.084499999999,4.367603025595665,4473.537846702723,True,False
95,2025-09-04 01:35:00,4469.86,4474.55,4468.75,4470.28,158.3247,4464.319999999998,4460.07,4460.07,4.469917095195988,4472.139023417033,True,False
96,2025-09-04 01:36:00,4470.28,4470.28,4468.17,4468.18,93.6663,4465.709999999998,4460.7625,4460.7625,4.30135158839625,4467.954292680493,True,False
97,2025-09-04 01:37:00,4468.17,4468.18,4465.0,4465.42,285.0224,4466.623999999998,4461.1745,4461.1745,4.2212550463679674,4465.254952810492,True,False
98,2025-09-04 01:38:00,4465.41,4466.43,4462.83,4463.28,217.8355,4467.297999999998,4461.51,4461.51,4.176879685913138,4463.92693945391,True,False
99,2025-09-04 01:39:00,4463.29,4466.74,4463.28,4465.78,448.5204,4467.875999999998,4461.97,4461.97,4.125673994062202,4466.195125636615,True,False
