Datetime,Open,High,Low,Close,Volume,EMA10,EMA20,EMA60,MACD,Signal,Hist,Buy_Signal,Buy_Signal1
2025-09-30 08:55:00,113970.0,114042.0,113907.0,113971.0,310,114053.28983172013,114139.00156202655,114290.72290904859,-133.42525969876442,-131.4498500443074,-1.9754096544570245,False,False
2025-09-30 09:00:00,113969.0,114018.0,113902.0,113910.0,348,114027.23713504375,114117.19188945259,114278.24019071912,-143.47435456739913,-135.4580182186713,-8.016336348727833,False,False
2025-09-30 09:05:00,113906.0,113972.5,113904.5,113948.0,291,114012.83038321762,114101.07837617138,114267.41264348243,-135.93335291459516,-135.61646311731258,-0.3168897972825846,False,False
2025-09-30 09:10:00,113938.0,114090.0,113935.0,114031.0,272,114016.13394990533,114094.40424510743,114259.66140926989,-107.3075629362429,-126.18016305695602,18.872600120713116,False,False
2025-09-30 09:15:00,114030.5,114075.0,113975.0,113986.5,316,114010.74595901345,114084.1276503353,114250.70529749055,-97.22986222116742,-116.53006277835982,19.300200557192397,False,False
2025-09-30 09:20:00,113984.0,113988.0,113913.5,113933.0,251,113996.61033010192,114069.73454077955,114240.28873035971,-100.80268203679589,-111.28760253117184,10.484920494375956,False,False
2025-09-30 09:25:00,113942.0,114059.0,113941.0,114003.0,338,113997.7720882652,114063.37887022912,114232.50877198725,-83.09096440061694,-101.8887231543202,18.797758753703263,False,False
2025-09-30 09:30:00,114002.0,114092.0,113977.0,114081.0,320,114012.90443585336,114065.05707306444,114227.54127126635,-51.19846917876566,-84.99197182913537,33.7935026503697,False,False
2025-09-30 09:35:00,114082.0,114154.0,114081.5,114104.0,320,114029.4672656982,114068.76592324878,114223.49073778221,-24.86018732500088,-64.94804366109054,40.08785633608966,False,False
2025-09-30 09:40:00,114105.0,114111.0,114073.0,114086.0,213,114039.74594466217,114070.40726389176,114218.98284474017,-12.470106609238428,-47.45539797713984,34.98529136790141,False,False
2025-09-30 09:45:00,114084.0,114087.5,114015.0,114038.0,278,114039.42850017814,114067.32085780683,114213.0489809782,-16.0294196184841,-36.98007185758793,20.95065223910383,False,False
2025-09-30 09:50:00,114037.0,114056.0,114017.0,114039.5,342,114039.44150014575,114064.67125230141,114207.35885045433,-17.31029350918834,-30.42347907478807,13.113185565599728,False,False
2025-09-30 09:55:00,114039.0,114043.0,113920.5,113968.0,354,114026.45213648288,114055.46446636795,114199.5110192919,-34.557160506461514,-31.801372885345884,-2.75578762111563,False,False
2025-09-30 10:00:00,113965.0,113973.0,113902.0,113933.0,354,114009.46083894055,114043.80118385672,114190.7729530856,-52.196313282387564,-38.59968635102644,-13.596626931361122,False,False
2025-09-30 10:05:00,113937.0,114010.5,113925.0,113964.0,345,114001.19523186045,114036.20107110846,114183.33777429591,-53.797824058900005,-43.665732253650965,-10.13209180524904,False,False
2025-09-30 10:10:00,113957.0,114040.5,113938.0,113988.0,329,113998.7960987949,114031.61049290765,114176.93325710588,-47.34166154128616,-44.89104201619603,-2.4506195250901257,False,False
2025-09-30 10:15:00,113992.0,113995.0,113962.0,113962.0,197,113992.10589901402,114024.98092215454,114169.88626506962,-48.13503457696061,-45.97237286978422,-2.162661707176383,False,False
2025-09-30 10:20:00,113963.0,114015.5,113943.5,113987.0,220,113991.17755373874,114021.36369147316,114163.88999408373,-41.133099754777504,-44.35928183144865,3.2261820766711438,False,False
2025-09-30 10:25:00,113988.0,114072.5,113988.0,114031.0,261,113998.41799851351,114022.28143514239,114159.53294509738,-25.12770733013167,-37.94875699767632,12.82104966754465,False,False
2025-09-30 10:30:00,114030.0,114032.0,113880.0,113889.0,179,113978.52381696561,114009.58796512883,114150.66301247124,-48.485479920651414,-41.46099797200135,-7.024481948650063,False,False
2025-09-30 10:35:00,113890.0,113917.5,113728.0,113728.0,279,113932.97403206278,113982.77006368799,114136.80520878365,-99.3684068825387,-60.76346760884713,-38.60493927369156,False,False
2025-09-30 10:40:00,113742.0,113788.0,113651.5,113701.5,412,113890.887844415,113955.98243857485,114122.53290685632,-133.21466737121227,-84.91386752963551,-48.30079984157676,False,False
2025-09-30 10:45:00,113704.0,113837.5,113642.0,113712.0,392,113858.36278179409,113932.74601585344,114109.07281154954,-146.9008350510121,-105.57619003676103,-41.324645014251075,False,False
2025-09-30 10:50:00,113723.0,113861.5,113699.0,113784.5,379,113844.93318510425,113918.62734767691,114098.43108002334,-133.23056047529099,-114.79431351627102,-18.436246959019968,False,False
